symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
USP5	0.0708911475089386	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5830527733374323	No data	No data	No data	0	0	1	1	1	0.9184150000000002	No data	-0.8635410921125207	0	-1	No data	No data	-0.01223749999999999	-1	-1
TICRR	0.07076817718573417	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5645329821454516	0.07003362788485874	No data	No data	0	0	0	0	0	0	No data	-0.17727523441809157	0	-1	No data	No data	No data	0.5	0.5
MIF	0.07074351250244108	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5818385314609101	No data	No data	0.75	0	1	1	1	1	0.47826000000000024	1	0.9884169884169884	-0.790442682486255	0	No data	No data	0	-1	-1
KIF4A	0.07073514484027874	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5626046922218312	0.07666007357882541	No data	No data	0	0	0	0	0	0.35065000000000024	No data	No data	-0.7837100517555179	-1	No data	No data	-0.8478075	0.5	0.5
DUSP6	0.07062345546372888	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.580851107899019	No data	No data	No data	0	0	0	1	0	0.908135	No data	-0.7400992829564258	-0.8702310305889693	0	No data	No data	-0.26509250000000006	0.5	-1
MIR205HG	0.07058975224477805	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5805739117190981	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	-0.10779255150558831	No data	No data	No data	No data	No data	No data
SYT1	0.07044697000154643	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5793995819780111	No data	No data	No data	0	0	0	0	1	0.8815150000000003	No data	-0.8605626034197462	-0.7721575260713228	0	-1	No data	-0.40758249999999985	0.75	0
FBLN5	0.07042802573851836	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5387751886003878	0.16187433602680334	No data	No data	1	1	0	0	0	0.7098199999999999	No data	-0.5943739658025372	-0.9248166548136102	0	No data	No data	0	0.5	0
HTATIP2	0.07040809685557083	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5790798651111545	No data	No data	No data	0	0	0	0	1	0.40082499999999965	No data	0.7348041919470492	-0.6191215128315863	0	No data	No data	No data	-1	-1
EFHD2	0.07040496231743569	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.579054084725069	No data	No data	No data	0	0	0	0	0	0.7083350000000003	No data	0.36580253723110867	-0.08621212519247357	0	No data	No data	-0.15625	-1	-1
SLC25A3	0.0703563009699022	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5786538636166414	No data	No data	No data	0	0	0	0	0	0.4182850000000002	No data	-0.6521787093215665	-0.5650898391580106	-1	No data	No data	0	-1	-1
SCD	0.07035156424786274	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.575257287824681	0.013430472206223213	No data	No data	0	0	1	1	0	0.15041999999999972	0	-0.9292884721456149	-0.9454142601197493	-1	-1	No data	0	0.5	-1
AGTPBP1	0.07013147322496902	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5592963338026914	0.07003362788485874	No data	No data	1	0	0	0	0	0.48613500000000015	No data	-0.6254826254826256	-0.3522482183772671	0	No data	No data	0	0.5	-1
PRDM14	0.07001485024860184	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5758455610710077	No data	No data	No data	0	0	0	0	0	0	No data	-0.6490899062327633	-0.6368087056077187	0	No data	No data	0	No data	No data
EIF4H	0.06996822955173991	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.575462123539589	No data	No data	No data	0	0	1	1	0	0.5564500000000002	No data	-0.680088251516823	-0.8493805416212857	0	No data	No data	0	-1	-1
WNK1	0.06993076079556904	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5751539572456779	No data	No data	No data	0	0	1	1	0	0.011334999999999696	No data	-0.9387755102040817	-0.9581362826851183	-1	No data	No data	0	-1	-1
GORASP1	0.06989871413374808	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5748903856192128	No data	No data	No data	0	0	0	0	0	0.136365	No data	0.1806949806949807	0	0	No data	No data	0	-1	-1
PITPNC1	0.06988139085663236	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5747479082419867	No data	No data	No data	0	0	0	0	0	No data	No data	-0.49189189189189186	-0.252974314124329	0	No data	No data	0	0.5	-1
RBMX	0.06979481346444301	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5740358420616789	No data	No data	No data	0	0	0	0	0	0.9360599999999998	No data	No data	-0.21021204450098724	-1	No data	No data	-0.8785174999999998	-1	-1
PFKP	0.06974181941857668	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5570569378614857	0.06617219317181623	No data	No data	0	0	0	1	0	0.4196449999999999	No data	0.4955322669608384	No data	0	No data	No data	-0.2697700000000001	0.5	-1
FERMT2	0.06972178210742352	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5395139933891518	0.13568477395411643	No data	No data	0	0	0	0	0	0.9117649999999997	No data	-0.8829564258135687	No data	0	No data	No data	-0.07720500000000001	-1	0
ZZZ3	0.06960546631795635	0.11297587974005233	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.36876999999999993	No data	-0.8955322669608384	0	0	No data	No data	No data	-1	-1
GPRIN1	0.06936734894486998	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5705201086817251	No data	No data	No data	1	0	0	0	0	0	No data	0.9899613899613899	0	0	No data	No data	No data	0.5	0.5
PRAP1	0.06932431735088988	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.570166190158851	No data	No data	No data	0	1	0	1	0	0	No data	0.6068394925537783	-0.6626869865509549	0	No data	No data	No data	0.75	0
P3H4	0.06927569053923244	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5697662530948915	No data	No data	No data	0	0	0	0	0	0.5537750000000002	No data	0.3521235521235522	0	0	No data	No data	0	-1	0
SCML4	0.06923975916447142	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5694707311793858	No data	No data	No data	0	0	0	0	0	0	No data	0.1640375068946498	0	0	No data	No data	0	0.5	0.5
CSNK2A1	0.06923122482735819	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5694005394968229	No data	No data	0.5	0	0	1	1	1	0.9360599999999998	1	-0.9070049641478213	-0.9242622994259971	0	-1	No data	-0.9616375000000001	-1	-1
KRT19	0.06921813287721806	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5631883192677714	0.02441817563884372	No data	No data	0	0	0	0	0	0.1375	No data	-0.3114175399889686	0	0	-1	No data	-0.15	0.5	0
EGFL6	0.06899818509426331	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5674838761692664	No data	No data	No data	0	1	0	0	0	0	No data	No data	0	0	No data	No data	0	1	0
FNDC1	0.06894497020939333	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5579739809282946	0.03628889206709006	No data	No data	0	1	0	0	0	0	No data	-0.4709321566464424	No data	0	No data	No data	0	0.5	0
ROBO1	0.06892681784154193	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24269172976048214	No data	0.5062239751711969	No data	1	0	0	0	0	0.6426400000000001	No data	-0.1931605074462217	-0.9555688561148012	0	No data	No data	0	-1	0
FILIP1L	0.06890611068454774	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5667265991068334	No data	No data	No data	1	0	0	0	0	0.18907499999999972	No data	-0.4560397131825703	No data	0	No data	No data	0	0.5	0
CTSV	0.068836134509039	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5603373119040099	0.023255038907217914	No data	No data	1	0	1	1	0	No data	1	0.5846662989520133	-0.967303178197263	0	No data	No data	-0.4161674999999999	1	0
CHDH	0.06882398182795114	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5660511204428205	No data	No data	No data	0	0	0	0	0	0.1582500000000003	No data	0.21930501930501922	-0.23265791679025455	0	No data	No data	No data	0.5	0
LINC00941	0.0687433782771204	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5653881868396259	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
INSYN2B	0.06874185297135454	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5653756417788076	No data	No data	No data	No data	No data	0	0	0	0	No data	-0.6158852730281301	-0.17665677748815223	0	No data	No data	0	0.5	0.5
MAPK15	0.06866752635613461	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5647643335878759	No data	No data	No data	0	0	1	1	0	0	No data	0.5552123552123551	-0.17385259600726455	0	No data	No data	0	0.5	0
FOLR3	0.06862982304637812	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5564755381847912	0.03191479997993518	No data	No data	0	1	0	0	0	No data	No data	-0.3573083287369002	No data	No data	No data	No data	-0.5204074999999999	0.75	0.5
ST8SIA6	0.06855316192332385	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5021339518605987	0.24675911075055695	No data	No data	0	0	0	0	0	0.13316500000000034	No data	0.7890788747931605	0	0	No data	No data	0	0.5	0.5
CYBB	0.06842325484758276	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5627552931715035	No data	No data	No data	1	0	1	1	0	0.6578949999999999	No data	No data	-0.9739383935598175	0	No data	No data	0	0.5	-1
F11R	0.06825892272382317	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5614037238448202	No data	No data	No data	0	0	0	0	0	0	No data	-0.11924986210700494	No data	0	No data	No data	0	-1	-1
SLC25A13	0.06820415179652534	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5536307565082831	0.029289989016577297	No data	No data	0	0	0	0	0	0.7777799999999999	No data	-0.05416436845008277	-0.798481274707693	0	No data	No data	-0.42592500000000016	1	-1
HLA-DQB1	0.06812804026149982	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5574687655863853	0.011433998789528173	No data	No data	0	0	No data	No data	No data	No data	No data	0.8679536679536679	-0.7858687408889004	0	-1	No data	-0.46360250000000003	0.5	0
MMUT	0.0681119555142168	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5601949743441882	No data	No data	No data	0	0	0	0	1	0.7399999999999999	No data	0.3628240485383343	-0.9510326955978295	0	No data	No data	0	0.5	-1
IGF2R	0.06805769541062374	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5560878101486301	0.014643581776780696	No data	No data	0	0	0	1	0	0.06262499999999989	No data	-0.7706563706563707	-0.970783295454713	0	No data	No data	No data	-1	-1
HSF5	0.06800269326198514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5592963338026914	No data	No data	No data	0	0	0	0	0	0.4798650000000002	No data	-0.9206839492553778	-0.5656521049169979	0	No data	No data	0	1	0.5
DUS4L	0.06792056440538853	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5586208551386784	No data	No data	No data	0	0	0	0	0	0.5110399999999998	No data	0.35808052950910096	No data	0	No data	No data	0	-1	0
WNT2B	0.06780517336187031	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5576718076157403	No data	No data	No data	0	1	0	0	0	0.744245	No data	-0.47038058466629895	-0.1608107940099185	0	No data	No data	-0.06010249999999999	-1	0
EAF2	0.067692910338324	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.044218418653353846	No data	0.5456938822061314	No data	0	0	0	0	0	0.0384599999999999	No data	0.2928847214561501	-0.8216641158974802	0	No data	No data	0	0.5	0
